Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Month - Year date ,Profit 
1001,10-10-2023,David,West,3780.07,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,West-David,Oct-2023,-1637.8
1027,10-03-2023,Eve,South,3985.34,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,South-Eve,Mar-2023,-7744.61
1062,28-05-2023,Bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,May-2023,18945.52
1077,11-01-2023,Eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,Jan-2023,24449.05
1003,11-09-2023,David,East,9514.19,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David,Sep-2023,-47625.46
1070,26-11-2023,David,North,5813.51,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David,Nov-2023,-78342.4
1072,26-12-2023,Charlie,North,3635.5,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie,Dec-2023,7040.91
1027,07-02-2023,Bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,Feb-2023,41966.73
1009,14-05-2023,David,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,May-2023,-66928.4
1062,19-07-2023,Charlie,North,5684.33,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie,Jul-2023,15722
1037,23-01-2023,Charlie,East,3649.93,25,Food,1074.62,1382.43,Returning,0.24,Credit Card,Retail,East-Charlie,Jan-2023,18083.5
1097,30-10-2023,Eve,West,6600.65,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve,Oct-2023,-163729.54
1051,12-12-2023,Eve,North,2479.95,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve,Dec-2023,41535.12
1044,29-10-2023,Charlie,North,1996.77,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie,Oct-2023,25288.74
1024,29-12-2023,Eve,North,9190.57,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve,Dec-2023,28199.5
1079,06-08-2023,David,North,1107.86,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David,Aug-2023,-18166.5
1059,21-05-2023,Alice,North,5108.98,37,Electronics,4146.99,4172.35,Returning,0.06,Cash,Retail,North-Alice,May-2023,-108371.63
1032,14-04-2023,David,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,Apr-2023,-122025.75
1096,29-07-2023,Charlie,West,485.41,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie,Jul-2023,-105179.08
1088,21-04-2023,Charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,Apr-2023,26489.18
1052,14-04-2023,David,North,1834.7,5,Furniture,745.71,856.91,Returning,0.23,Bank Transfer,Retail,North-David,Apr-2023,41301.45
1062,12-11-2023,Eve,South,8681.03,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve,Nov-2023,32029.55
1058,20-06-2023,Eve,West,2896.54,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve,Jun-2023,-80398.04
1052,22-12-2023,Charlie,West,9509.55,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie,Dec-2023,37776.64
1012,20-11-2023,Bob,North,5858.06,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob,Nov-2023,41059.17
1039,13-05-2023,Eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,May-2023,-96399.4
1002,20-10-2023,David,North,5842.88,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David,Oct-2023,-94177.5
1003,24-11-2023,Eve,East,5215.31,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve,Nov-2023,4479.42
1056,07-05-2023,David,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,May-2023,1204.16
1081,16-04-2023,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,Apr-2023,-14902.6
1059,02-04-2023,Eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,Apr-2023,3064.2
1002,14-10-2023,David,South,8951.53,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David,Oct-2023,6029.31
1002,20-02-2023,Charlie,West,9469.92,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie,Feb-2023,31744.56
1092,29-01-2023,Bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,Jan-2023,10056.5
1054,23-10-2023,David,East,4252.54,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David,Oct-2023,12284.96
1087,24-10-2023,Bob,East,7825.62,28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob,Oct-2023,29771.76
1096,02-08-2023,Bob,North,4815.72,30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob,Aug-2023,-73955.8
1097,24-09-2023,Alice,East,5025.64,9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice,Sep-2023,8587.48
1001,14-09-2023,Eve,South,2126.33,39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve,Sep-2023,-49870.14
1019,29-10-2023,David,West,5952.19,31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David,Oct-2023,34883.61
1002,11-04-2023,Bob,North,1942.75,21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,Apr-2023,25828.38
1053,12-12-2023,Alice,South,3382.49,47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice,Dec-2023,-121660.72
1044,20-04-2023,Charlie,West,8564.8,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,Apr-2023,-76456.2
1090,01-07-2023,David,North,2150.05,31,Furniture,4496.86,4880.8,New,0.06,Cash,Retail,North-David,Jul-2023,-94294.66
1032,09-11-2023,Bob,East,804.47,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob,Nov-2023,-28118.5
1070,01-01-2023,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,Jan-2023,36955.04
1032,15-11-2023,Alice,West,9413.77,1,Food,651,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,Nov-2023,44594
1068,24-02-2023,Bob,North,5118.51,22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob,Feb-2023,-34650.42
1055,29-05-2023,Eve,North,4153.18,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,May-2023,6685.8
1075,05-11-2023,Bob,East,8127.7,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,Nov-2023,-16758.87
1056,17-05-2023,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,May-2023,-70636.9
1017,21-07-2023,David,East,3388.69,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,Jul-2023,44955.41
1038,09-11-2023,David,East,6966.82,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,Nov-2023,43957.35
1024,27-04-2023,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,Apr-2023,-41857.1
1069,03-06-2023,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,Jun-2023,-15156.4
1098,18-10-2023,Eve,West,1600.79,21,Furniture,725.03,828.95,New,0.18,Bank Transfer,Online,West-Eve,Oct-2023,29991.37
1070,04-03-2023,Bob,South,8771.24,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,Mar-2023,-9815.9
1086,01-09-2023,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,Sep-2023,-24106.36
1011,25-01-2023,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,Jan-2023,15811.56
1016,31-03-2023,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,Mar-2023,-102552.44
1097,16-03-2023,David,South,471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,Mar-2023,-23546.15
1073,21-10-2023,Alice,West,1365.88,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,Oct-2023,-69894.05
1059,29-07-2023,Bob,South,7678.91,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,Jul-2023,-23459.36
1070,13-12-2023,Alice,West,100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,Dec-2023,15174.84
1080,17-01-2023,Bob,South,4224,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,Jan-2023,-144717.51
1093,08-05-2023,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,May-2023,32688.54
1003,30-12-2023,Alice,East,640.88,17,Furniture,395.11,676.66,Returning,0.25,Cash,Retail,East-Alice,Dec-2023,38573.13
1020,08-09-2023,Eve,North,9733.47,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,Sep-2023,-71104.1
1059,28-06-2023,Bob,North,2338.64,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,Jun-2023,19497.86
1036,01-07-2023,Alice,West,3111.57,17,Furniture,1475,1840.77,Returning,0.1,Credit Card,Online,West-Alice,Jul-2023,20033
1019,01-06-2023,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,Jun-2023,-93137.5
1090,25-01-2023,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,Jan-2023,-26283.42
1067,29-06-2023,Eve,South,114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,Jun-2023,-162221.36
1019,17-07-2023,David,South,7320.51,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,Jul-2023,22525.34
1020,10-12-2023,Bob,North,9671.77,45,Electronics,4268.45,4551.6,New,0.08,Bank Transfer,Online,North-Bob,Dec-2023,-146810.25
1096,10-06-2023,Charlie,South,2320.51,6,Furniture,252.62,742,New,0.22,Credit Card,Retail,South-Charlie,Jun-2023,43571.28
1071,26-06-2023,David,North,6664.17,35,Clothing,295.82,684.67,New,0.03,Credit Card,Online,North-David,Jun-2023,34749.3
1052,12-10-2023,David,North,7444.77,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,Oct-2023,-99064.32
1033,04-03-2023,Bob,West,8499.41,14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob,Mar-2023,39915.68
1040,30-05-2023,Alice,South,4284.03,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,May-2023,-32794.54
1039,03-06-2023,Bob,South,3099.02,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,Jun-2023,18038.88
1082,05-06-2023,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,Jun-2023,19289.95
1001,18-02-2023,David,West,7154.95,27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David,Feb-2023,19621.46
1011,03-12-2023,Bob,East,8186.12,13,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,East-Bob,Dec-2023,26508.03
1092,25-03-2023,Alice,West,1897.98,49,Furniture,2315,2467.28,New,0.15,Bank Transfer,Retail,West-Alice,Mar-2023,-68425
1057,27-12-2023,Bob,South,3772.32,31,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,South-Bob,Dec-2023,-29210.96
1089,26-06-2023,Eve,North,9029.21,35,Furniture,3925.85,4082.11,New,0.22,Cash,Online,North-Eve,Jun-2023,-92301.75
1050,28-05-2023,Alice,North,8086.27,6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice,May-2023,22494.44
1023,28-04-2023,Charlie,North,9850.1,5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie,Apr-2023,33487.75
1031,08-12-2023,David,North,7567.06,22,Food,4236.05,4382.32,New,0.2,Bank Transfer,Online,North-David,Dec-2023,-47925.1
1094,04-03-2023,Bob,North,3992.63,49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob,Mar-2023,14830.97
1042,08-07-2023,Alice,East,5947.31,23,Electronics,1314,1567.78,Returning,0.15,Credit Card,Retail,East-Alice,Jul-2023,14893
1099,26-12-2023,Eve,West,6644.04,25,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,West-Eve,Dec-2023,-58426
1007,18-02-2023,Alice,South,876.71,34,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,South-Alice,Feb-2023,-20341.38
1016,23-11-2023,Eve,East,5490.52,26,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,East-Eve,Nov-2023,-82325.1
1090,14-09-2023,Charlie,West,7122.28,47,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,West-Charlie,Sep-2023,-65640.65
1060,12-08-2023,David,North,1756.48,5,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,North-David,Aug-2023,25299.6
1002,21-05-2023,Charlie,West,7828.25,26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie,May-2023,-8009.92
1001,03-08-2023,Bob,West,5879.35,20,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,West-Bob,Aug-2023,2070.6
1048,30-07-2023,Alice,North,9527,6,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,North-Alice,Jul-2023,33465.38
1012,14-11-2023,Eve,North,519.98,6,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,North-Eve,Nov-2023,23587.48
1069,01-02-2023,Eve,North,2726.73,18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve,Feb-2023,-4725.78
1037,07-06-2023,Alice,South,6055.38,4,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice,Jun-2023,26197.2
1032,12-10-2023,Alice,North,3035.94,17,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,North-Alice,Oct-2023,23248.53
1009,01-11-2023,Bob,South,7172.8,14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob,Nov-2023,37561.94
1099,13-10-2023,Charlie,North,7614.15,14,Food,1996.64,2341.47,Returning,0.22,Credit Card,Online,North-Charlie,Oct-2023,17259.04
1019,24-05-2023,Eve,South,1114.91,13,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve,May-2023,4734.51
1048,19-01-2023,Bob,West,5187.16,7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob,Jan-2023,14768.35
1080,18-01-2023,Charlie,East,5138.02,44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie,Jan-2023,-32657.48
1003,14-09-2023,Bob,West,3755.88,15,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,West-Bob,Sep-2023,-4110.6
1020,19-03-2023,Eve,West,9335.96,19,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,West-Eve,Mar-2023,11117.88
1024,24-06-2023,Alice,North,8292.31,43,Clothing,3105.24,3246.33,New,0.25,Cash,Online,North-Alice,Jun-2023,-88424.32
1054,13-07-2023,Alice,South,7002.37,47,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,South-Alice,Jul-2023,-163080.6
1033,23-04-2023,Charlie,East,7171.83,44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie,Apr-2023,-7550.68
1024,24-04-2023,David,North,4670.99,35,Furniture,2051,2121.55,Returning,0.26,Cash,Retail,North-David,Apr-2023,-26745
1075,10-08-2023,Charlie,North,9217.85,17,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,North-Charlie,Aug-2023,-39285.22
1072,15-06-2023,David,North,6976.49,35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David,Jun-2023,-107135.6
1036,15-11-2023,Bob,West,7316.91,19,Furniture,2844.97,3215,Returning,0.09,Credit Card,Retail,West-Bob,Nov-2023,-8809.43
1038,12-05-2023,Bob,South,8630.74,20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob,May-2023,-7088.2
1084,21-09-2023,Eve,South,2813.31,36,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,South-Eve,Sep-2023,-7325.72
1099,24-02-2023,David,East,8090,35,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,East-David,Feb-2023,-46375.65
1089,25-12-2023,Eve,South,2032.88,32,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,South-Eve,Dec-2023,-90667
1099,11-05-2023,Alice,South,3518.89,48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice,May-2023,-120140.28
1025,15-10-2023,David,North,3422.54,44,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,North-David,Oct-2023,-20157.68
1093,23-09-2023,Charlie,North,9787.4,40,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,North-Charlie,Sep-2023,3302
1018,01-01-2024,Alice,West,8579.72,24,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,West-Alice,Jan-2024,12585.28
1082,11-06-2023,Alice,North,7041.58,17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice,Jun-2023,29952.73
1066,28-03-2023,Charlie,North,7297.86,7,Clothing,523.42,632.44,New,0.2,Bank Transfer,Online,North-Charlie,Mar-2023,41349.06
1054,24-02-2023,Alice,North,5664.52,43,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,North-Alice,Feb-2023,-46381.96
1035,15-10-2023,David,North,9476.2,1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David,Oct-2023,44603.17
1080,27-06-2023,Eve,West,5012.96,35,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,West-Eve,Jun-2023,13570.05
1061,15-12-2023,Alice,North,3867.13,32,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,North-Alice,Dec-2023,-43021.32
1041,08-01-2023,David,East,1714.05,36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David,Jan-2023,13802.28
1100,17-11-2023,Bob,East,7883.44,13,Food,366.2,732.69,New,0.04,Cash,Retail,East-Bob,Nov-2023,40486.4
1033,09-11-2023,David,East,7370.99,6,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,East-David,Nov-2023,35512.58
1068,04-09-2023,Eve,East,3905.11,14,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,East-Eve,Sep-2023,29204.88
1033,19-11-2023,David,North,349.41,37,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,North-David,Nov-2023,-50979.12
1014,12-09-2023,Charlie,East,8406.07,48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie,Sep-2023,18458.44
1021,24-11-2023,Eve,North,213.04,15,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,North-Eve,Nov-2023,-11315.05
1048,23-02-2023,Bob,West,7066.63,47,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,West-Bob,Feb-2023,-168205.42
1020,06-09-2023,Charlie,East,9705.55,4,Clothing,3730,3893.6,New,0.25,Bank Transfer,Retail,East-Charlie,Sep-2023,30255
1008,27-08-2023,David,South,4432.85,40,Clothing,2687.49,3001.56,Returning,0.26,Bank Transfer,Online,South-David,Aug-2023,-62334.6
1007,17-08-2023,Eve,East,2426.24,16,Furniture,4310.31,4633.1,New,0.28,Credit Card,Retail,East-Eve,Aug-2023,-23809.96
1067,08-03-2023,Bob,East,7078.22,28,Electronics,3489.85,3842.55,New,0.03,Bank Transfer,Online,East-Bob,Mar-2023,-52722.8
1017,20-02-2023,Charlie,North,8189.57,16,Furniture,102.23,167.12,New,0.04,Credit Card,Retail,North-Charlie,Feb-2023,43341.32
1033,07-04-2023,Bob,East,5509.66,4,Food,2000.75,2426.99,Returning,0.17,Bank Transfer,Online,East-Bob,Apr-2023,37020
1048,02-04-2023,David,South,9673.65,45,Electronics,4262.21,4533.31,Returning,0.27,Credit Card,Online,South-David,Apr-2023,-146781.45
1076,21-09-2023,Bob,North,611.52,26,Electronics,1762,2002.95,Returning,0.29,Credit Card,Retail,North-Bob,Sep-2023,-622
1059,18-10-2023,Alice,North,5097.48,28,Electronics,224.32,715.06,Returning,0.01,Credit Card,Online,North-Alice,Oct-2023,38936.04
1086,06-04-2023,Charlie,West,7212.69,32,Electronics,3743.59,4116.38,Returning,0.11,Cash,Online,West-Charlie,Apr-2023,-74772.88
1022,29-03-2023,Bob,West,8640.14,45,Furniture,4020.09,4087.91,Returning,0.06,Bank Transfer,Online,West-Bob,Mar-2023,-135890.05
1030,19-03-2023,David,East,1874.63,2,Clothing,844.94,1225.64,Returning,0.23,Credit Card,Online,East-David,Mar-2023,43314.12
1038,15-10-2023,David,West,8020.03,31,Clothing,2709.84,2766.51,New,0.19,Cash,Retail,West-David,Oct-2023,-38791.04
1051,30-04-2023,Bob,West,5571.8,3,Food,1000.18,1023.64,Returning,0.04,Credit Card,Online,West-Bob,Apr-2023,42045.46
1054,29-10-2023,David,West,4025.88,8,Clothing,3610.21,3817.99,Returning,0.15,Cash,Retail,West-David,Oct-2023,16346.32
1008,14-06-2023,Eve,North,1403.98,24,Clothing,1394.17,1891.02,New,0.21,Credit Card,Online,North-Eve,Jun-2023,11630.92
1027,01-07-2023,Eve,North,8666.43,15,Clothing,1615.26,1710.95,New,0.23,Credit Card,Retail,North-Eve,Jul-2023,20879.1
1027,11-08-2023,Eve,North,1657,43,Clothing,4232.61,4572.21,New,0.01,Cash,Retail,North-Eve,Aug-2023,-136853.23
1098,07-11-2023,Alice,West,3166.9,31,Food,2407.8,2502.76,Returning,0.27,Cash,Retail,West-Alice,Nov-2023,-29404.8
1021,07-01-2023,Bob,North,2971.45,9,Furniture,3365.28,3730.43,New,0.17,Bank Transfer,Online,North-Bob,Jan-2023,14645.48
1030,26-11-2023,Alice,West,8727,39,Electronics,2041.75,2299.37,Returning,0.24,Bank Transfer,Retail,West-Alice,Nov-2023,-34372.25
1097,20-09-2023,David,North,6759.76,45,Clothing,1525.13,1868.32,Returning,0.24,Cash,Retail,North-David,Sep-2023,-23441.85
1028,10-06-2023,Alice,North,7987.15,2,Furniture,3146.12,3255.53,Returning,0.06,Bank Transfer,Online,North-Alice,Jun-2023,38794.76
1064,31-05-2023,David,South,2579.63,8,Clothing,816.54,1191.9,New,0.03,Cash,Retail,South-David,May-2023,38544.68
1097,26-03-2023,David,East,6286.25,7,Clothing,1896.35,2394.2,New,0.22,Bank Transfer,Online,East-David,Mar-2023,31736.55
1069,27-05-2023,Charlie,West,5760.29,44,Electronics,1084.73,1420.9,Returning,0.05,Credit Card,Online,West-Charlie,May-2023,-2655.12
1061,22-04-2023,Eve,South,8345.02,39,Electronics,3494.19,3746,Returning,0.25,Bank Transfer,Retail,South-Eve,Apr-2023,-91235.41
1048,05-02-2023,David,North,9070.26,42,Electronics,4723.83,5186.19,Returning,0.22,Credit Card,Online,North-David,Feb-2023,-153438.86
1019,12-10-2023,Charlie,West,220.35,16,Clothing,4977.78,4995.55,New,0.25,Credit Card,Online,West-Charlie,Oct-2023,-34433.48
1004,07-07-2023,Eve,North,6772.8,35,Clothing,2278.87,2646.53,Returning,0.09,Bank Transfer,Online,North-Eve,Jul-2023,-34646.45
1035,23-03-2023,David,East,613.17,30,Clothing,1300.03,1745.52,New,0.09,Cash,Retail,East-David,Mar-2023,6007.1
1064,02-01-2023,David,South,5533.7,10,Electronics,2242.01,2282.23,Returning,0.2,Credit Card,Online,South-David,Jan-2023,22507.9
1049,30-10-2023,Alice,East,2947.56,38,Food,4243.98,4474.51,New,0.01,Credit Card,Online,East-Alice,Oct-2023,-116042.24
1017,16-07-2023,Alice,South,3137.09,18,Furniture,1069.73,1180.04,Returning,0.22,Bank Transfer,Online,South-Alice,Jul-2023,25867.86
1044,11-01-2023,Eve,North,3594.29,5,Food,4762.87,5050.46,New,0.25,Cash,Retail,North-Eve,Jan-2023,21122.65
1092,22-08-2023,David,East,6250.8,29,Clothing,1742.24,2070.52,New,0.12,Cash,Online,East-David,Aug-2023,-5364.96
1030,14-07-2023,Bob,East,3407.09,39,Clothing,4929.73,5088.02,New,0.23,Bank Transfer,Retail,East-Bob,Jul-2023,-147138.47
1093,29-04-2023,Alice,North,7353.72,34,Food,4201.11,4436.5,New,0.05,Cash,Online,North-Alice,Apr-2023,-97792.74
1046,20-01-2023,Eve,East,4104.82,43,Clothing,4052.42,4199.3,New,0.1,Bank Transfer,Retail,East-Eve,Jan-2023,-129308.06
1006,18-09-2023,David,West,776.7,45,Furniture,1623.63,1814.63,New,0.29,Bank Transfer,Retail,West-David,Sep-2023,-27876.35
1099,20-10-2023,David,South,7859.22,23,Clothing,93.45,181.62,Returning,0.3,Bank Transfer,Retail,South-David,Oct-2023,43069.65
1037,13-09-2023,Bob,South,2929.01,5,Furniture,1941.56,2385.48,Returning,0.15,Credit Card,Online,South-Bob,Sep-2023,35474.2
1024,10-08-2023,Eve,South,4384.39,30,Food,1543.96,1558.87,Returning,0.28,Credit Card,Online,South-Eve,Aug-2023,-1170.8
1093,14-08-2023,David,West,6885.89,6,Food,235.12,677.5,Returning,0.16,Credit Card,Online,West-David,Aug-2023,43741.28
1046,22-02-2023,Alice,South,3391.32,46,Clothing,2551.56,2841.68,New,0.09,Bank Transfer,Retail,South-Alice,Feb-2023,-72392.76
1053,21-12-2023,Bob,North,660.2,44,Furniture,2045,2217.51,Returning,0.08,Credit Card,Online,North-Bob,Dec-2023,-44699
1095,08-12-2023,Eve,East,3801.82,4,Clothing,3191.05,3555.35,New,0.28,Credit Card,Online,East-Eve,Dec-2023,32503.8
1099,30-12-2023,Bob,West,9450.04,29,Electronics,3124.87,3383.67,New,0.05,Credit Card,Retail,West-Bob,Dec-2023,-45331.23
1060,07-10-2023,Alice,South,6453.17,23,Electronics,647.7,902.26,New,0.17,Bank Transfer,Online,South-Alice,Oct-2023,30308.9
1097,22-03-2023,Eve,North,6747.64,6,Electronics,4885.98,4949.95,Returning,0.17,Bank Transfer,Online,North-Eve,Mar-2023,15691.12
1063,21-07-2023,Bob,East,6359.59,32,Electronics,975.31,1176.17,New,0.22,Bank Transfer,Retail,East-Bob,Jul-2023,13918.08
1085,07-06-2023,Charlie,East,2070.02,42,Clothing,2254.11,2382.23,Returning,0.15,Credit Card,Retail,East-Charlie,Jun-2023,-49588.62
1032,30-04-2023,Alice,West,4241.51,18,Electronics,2466.18,2483.87,Returning,0.08,Cash,Online,West-Alice,Apr-2023,654.76
1087,28-02-2023,Alice,West,7534.3,15,Furniture,4074.66,4261.11,Returning,0.05,Credit Card,Retail,West-Alice,Feb-2023,-16134.9
